provincia;Departamento;sector;ambito;Localizacion;ElectricidadSi;ElectricidadRedpública;ElectricidadGrupoelectrógeno;ElectricidadPanelfotovoltaicosolar;ElectricidadGeneradoreólico;ElectricidadGeneradorhidráulico;ElectricidadOtro;EquipamientoEstablecimientoTelevisor;EquipamientoEstablecimientoSistemamultimediaoCañón;EquipamientoEstablecimientoScanner;EquipamientoEstablecimientoWebcam;EquipamientoEstablecimientoReproductordeCD;EquipamientoEstablecimientoReproductordeDVD;EquipamientoEstablecimientoImpresora;EquipamientoEstablecimientoEquipoemisorderadioAMFM;EquipamientoEstablecimientoEquiporeceptorderadioAMFM;EquipamientoEstablecimientoServidorparausoescolar;EquipamientoEstablecimientoImpresora3D;EquipamientoEstablecimientoEquipodeSonido;EquipamientoEstablecimientoPizarrasdigitales;EquipamientoBibliotecaTelevisor;EquipamientoBibliotecaSistemamultimediaoCañón;EquipamientoBibliotecaScanner;EquipamientoBibliotecaEquipamientoBibliotecaWebcam;EquipamientoBibliotecaReproductordeCD;EquipamientoBibliotecaReproductordeDVD;EquipamientoBibliotecaImpresora;EquipamientoBibliotecaEquipoemisorderadioAMFM;EquipamientoBibliotecaEquiporeceptorderadioAMFM;EquipamientoBibliotecaServidorparausoescolar;InternetTipodeservicioGratuitoEstado;InternetTipodeservicioGratuitoOtro;InternetTipodeservicioPago;InternetTipodeconexiónTelefónica;InternetTipodeconexiónADSL;InternetTipodeconexiónCableMódem;InternetTipodeconexiónSatelital;InternetTipodeconexiónOtroTipo;InternetTipodeconexiónMóvil;EspaciosconconexiónEneláreadeadministración;EspaciosconconexiónEnlasaulas;EspaciosconconexiónEnlabibliotecas;EspaciosconconexiónEnotroespaciodelestablecimiento;EspaciosconconexiónEnellaboratorio;CooperadoraConpersoneríajurídica;CooperadoraSinpersoneríajurídica;CooperadoraNo;SistemadeGestiónEscolarSi;SistemadeGestiónEscolarProvistoporelMinisterio;SistemadeGestiónEscolarDesarrolladoporterceros;SistemadeGestiónEscolarEncargadoporelEstablecimiento;SistemadeGestiónEscolarPlanilladeCalculo;DisponedesalaolaboratoriodeinformáticaSi;LaboratorioFuncionaesespacioexclusivoSi;BibliotecaDisponedealmenosunaSi;BibliotecaFuncionaesespacioexclusivoSi;SubvenciónEstatalJardínMaternalSi;SubvenciónEstatalJardíndeInfantesSi;SubvenciónEstatalPrimariaSi;SubvenciónEstatalSecundariaSi;SubvenciónEstatalSNUSi
Corrientes;MERCEDES;Privado;Urbano;5;5;5; ; ; ; ; ;4;5;5;4;2;3;5;3; ;1;1;5; ;2;2;1;2;2;2;2;2; ;1; ; ;5;2; ;3;1;1;1;5;4;3;2;3; ;2;3;4;3; ;1; ;1;1;5;2; ;2;2;3; 
Corrientes;MONTE CASEROS;Estatal;Rural;34;34;31; ; ; ; ;3;11;21;12;6;11;9;23;15; ;5;2;17;6;2;7;1;3;2;2;4;2; ;1;30; ;3;2; ;8;15;5;3;14;22;6;12;7;1;22;11;25;25; ; ; ;11;4;26;6; ; ; ; ; 
Corrientes;MONTE CASEROS;Estatal;Urbano;26;26;26;1; ; ; ; ;23;21;12;7;11;12;22;10; ;8;6;22;11;10;5;1;2;8;7;3;5; ;4;21;1;4;1;2;11;6;3;7;24;20;13;11;13;3;19;4;19;19; ; ; ;16;12;23;17; ; ; ; ; 
Corrientes;PASO DE LOS LIBRES;Estatal;Rural;25;25;22;2;4;1;1;2;8;17;9;3;6;5;17;6; ;1; ;11;6;5;7;3;1;4;3;4;3; ;1;19; ; ;1;1;7;7;3;2;12;13;6;6;3;2;10;13;16;13; ; ;3;8;3;17;3; ; ; ; ; 
Corrientes;PASO DE LOS LIBRES;Estatal;Urbano;27;27;27; ; ; ; ; ;15;24;11;7;14;11;24;16; ;3;3;23;8;4;8;4;1;4;4;8;6; ;1;22;2;2;2;5;13;3;8;2;23;17;8;11;5;2;18;7;23;21;2; ; ;11;7;20;16; ; ; ; ; 
Corrientes;PASO DE LOS LIBRES;Privado;Urbano;9;9;9;1; ; ; ; ;7;6;9;6;6;3;9;6; ;2; ;9;3;1;2;3; ; ;1;3;2; ; ; ; ;9;6;2;6; ;1;2;9;5;3;3;2; ; ;9;3;2; ;1; ;4;3;5;2; ;3;3;2; 
Corrientes;SALADAS;Estatal;Rural;38;38;37; ;1; ; ; ;16;21;8;2;14;9;22;21; ;3;1;20;9;3;4;2; ;4;3;6;3; ; ;18;1; ;1;1;4;5;5;4;15;13;4;10;4; ;20;18;12;12; ; ; ;7;2;20;7; ; ; ; ; 
Corrientes;SALADAS;Estatal;Urbano;15;15;15;1; ; ; ; ;12;10;7;3;3;4;12;5; ;1;2;13;8;3;2;2;1;1;2;2;1; ; ;12; ;3;2;3;7;2;2;6;11;10;6;6;8;1;11;3;10;10; ; ; ;14;8;14;9; ; ; ; ; 
Corrientes;SAN COSME;Estatal;Rural;28;28;25; ;1; ; ;2;9;16;6;5;5;5;16;14; ;1; ;16;6;4;6;1;3;1;2;4;5; ; ;26;1; ; ; ;2;20;2;4;15;21;7;11;5; ;17;11;16;16; ; ; ;10;5;22;10; ; ; ; ; 
Corrientes;SAN COSME;Estatal;Urbano;19;19;18; ; ; ; ;1;12;13;8;3;3;6;11;10; ; ;1;12;2;5;2;1;1;1;2;2;2; ; ;11;2;2; ;4;5;5; ;2;10;8;4;2;5; ;10;9;13;12;1; ; ;7;4;12;7; ; ; ; ; 
Corrientes;SAN LUIS DEL PALMAR;Estatal;Rural;46;45;36; ;9; ;1; ;14;28;8;4;4;8;33;10; ;2; ;19;6;2;4;2; ;1;2;4; ; ;1;30; ; ;1; ;6;21;2; ;20;21;4;9;1; ;10;36;24;24; ; ; ;2;1;31;10; ; ; ; ; 
Corrientes;SAN LUIS DEL PALMAR;Estatal;Urbano;9;9;9;1; ; ; ; ;7;9;5;4;3;3;8;5; ;2;2;9;5;4;3;1;2;2;2;3;1; ; ;5; ;1; ; ;4; ;1;2;6;5;5;5;4; ;5;4;6;6; ; ; ;4;3;6;2; ; ; ; ; 
Corrientes;SAN MARTIN;Estatal;Rural;33;29;22;2;6; ; ; ;11;18;4; ;5;5;18;5; ;3;2;10;5;5;5;2; ;2;3;6;2; ; ;17;2;1; ;1;5;9;5; ;14;16;3;8;1; ;10;23;21;21; ; ; ;2;2;23;10; ; ; ; ; 
Corrientes;SAN MARTIN;Estatal;Urbano;9;9;9; ; ; ; ; ;5;8;2;3;3;2;6;4; ;1;1;5;3; ; ; ; ; ; ; ; ; ; ;9; ; ;1; ;3;1;1;3;7;6;1;3;2;1;4;4;7;7; ; ; ;3;3;6;1; ; ; ; ; 
Corrientes;SAN MIGUEL;Estatal;Rural;22;22;22; ; ; ; ; ;9;17;4;3;4;1;16;6; ;3;1;11;6;2;3; ; ;1; ;3;2; ; ;8; ; ; ;1; ;4;2;1;7;4;2;3;1; ;14;8;8;7;1; ; ;3;3;11;8; ; ; ; ; 
Corrientes;SAN MIGUEL;Estatal;Urbano;8;8;8; ; ; ; ; ;4;6;3;1;2;2;7;4; ;1;1;4;2; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ;3;1;1;5;4;2;4;2; ;7;1;4;4; ; ; ;2;2;3;2; ; ; ; ; 
Corrientes;SAN ROQUE;Estatal;Rural;31;31;28;1;1; ; ;2;16;22;13;7;11;9;24;14; ;3;3;20;9;6;5;2;3;5;4;3;4; ; ;19; ;2;1;1;2;13;3;2;19;15;9;13;7; ;14;17;19;19; ; ; ;9;4;26;13; ; ; ; ; 
Corrientes;SAN ROQUE;Estatal;Urbano;16;16;16; ; ; ; ; ;12;14;5;6;8;9;14;5; ;1;3;12;7;5;4;2;2;3;4;5;2; ; ;13; ;3; ;1;6;6;2;1;14;11;4;6;4;2;10;4;9;9; ; ; ;4;3;11;6; ; ; ; ; 
Corrientes;SANTO TOME;Estatal;Rural;28;28;28; ;1; ; ; ;15;22;6;7;7;9;23;5; ; ; ;19;6;7;11;2;2;2;3;8;3; ; ;20; ;1;1;1;8;10; ;1;17;12;2;5; ; ;4;24;15;15; ; ; ;11;4;26;14; ; ; ; ; 
Corrientes;SANTO TOME;Estatal;Urbano;44;44;44;1;1; ; ; ;31;35;15;11;9;11;36;20; ;9;5;38;20;13;9;1;2;4;3;5;8; ;5;36;1;3;3;6;25;4;5;5;37;25;13;11;13;6;25;13;24;23; ; ;1;22;16;37;23; ; ; ; ; 
Corrientes;SANTO TOME;Privado;Urbano;14;14;14;2; ; ; ; ;10;12;8;9;8;4;13;5; ;1; ;13;1;4;4;2;3;2;1;5;3; ; ; ; ;13;6;2;4;3;1;2;13;8;6;7;10;1; ;13;10;5;3;2; ;11;9;14;7; ;8;7;6;3
Corrientes;SAUCE;Estatal;Rural;22;22;21; ;1; ; ; ;3;9;5;3;3;2;9;3; ; ; ;10;1;1;3;1;1; ;1;2; ; ; ;21; ; ; ; ;7;8;5;3;10;15;2;7;4; ;11;11;4;2; ; ;2;5;3;10;3; ; ; ; ; 
Corrientes;SAUCE;Estatal;Urbano;12;12;12; ; ; ; ; ;7;10;4;4;3;3;8;3; ;3;2;11;8;3;2;1;1;2;2;1;2; ;1;9; ;1; ; ;4;3;1;3;8;8;3;3;3; ;11;1;7;6; ; ;1;3;3;9;3; ; ; ; ; 
Entre Ríos;COLON;Estatal;Rural;34;34;34; ; ; ; ; ;19;32;21;9;14;11;30;17; ;2;2;26;11;3;7;2;1;3;2;5;5; ; ;7;16;2;1;3;9;10;2;2;23;21;6;9; ;3;26;5;24;22; ; ;2;7; ;22;8; ; ; ; ; 
Entre Ríos;COLON;Estatal;Urbano;42;42;41;1; ; ; ;1;34;38;27;7;23;19;40;24; ;7;6;37;19;14;14;4;1;7;8;9;3; ;1;14;14;13;8;2;23;7;6;5;40;29;22;17;8;7;19;16;35;33;1; ;1;19;5;36;19; ; ; ; ; 
Entre Ríos;COLON;Privado;Urbano;10;10;10; ; ; ; ; ;10;9;9;2;8;7;10;9; ; ; ;9; ;5;2; ; ;3;4;4;3; ; ; ;1;9;5;1;7;1;2;2;10;9;6;5;5;2; ;8;10;8;1; ;1;5;5;7;6;2;6;3;4; 
Entre Ríos;CONCORDIA;Estatal;Rural;41;41;41; ; ; ; ; ;26;28;21;6;18;14;37;18; ;11;1;29;11;9;13;5;3;9;4;8;6; ;3;10;11;13; ; ;15;11;6;3;31;18;16;12;3;5;10;26;27;25;1; ;1;10;1;31;14; ; ; ; ; 
Entre Ríos;CONCORDIA;Estatal;Urbano;99;99;99; ; ; ; ; ;80;85;54;21;38;40;84;56; ;31;5;88;30;49;35;8;3;16;20;24;16; ;8;47;18;27;16;12;49;10;19;6;86;60;59;45;26;19;20;60;87;86; ; ;1;41;28;79;64; ; ; ; ; 
Entre Ríos;CONCORDIA;Privado;Urbano;48;48;48; ; ; ; ; ;41;41;31;20;31;26;48;31; ;9;1;46;3;9;11;3;6;8;11;7;4; ;2; ;2;46;18;9;33;8;6;4;48;38;22;30;19; ; ;48;38;33;2;2;1;19;14;32;19;1;21;23;16;3
Entre Ríos;DIAMANTE;Estatal;Rural;45;45;45; ; ; ; ; ;27;39;18;11;22;21;45;25; ;5;1;27;12;3;5;2; ;4;3;4;3; ; ;10;20;8;1; ;12;17;4;5;26;28;9;10;6;9;19;17;33;32;1; ; ;17;2;26;4; ; ; ; ; 
Entre Ríos;DIAMANTE;Estatal;Urbano;36;36;36; ; ; ; ; ;24;31;21;7;22;20;32;16; ;5;3;25;10;11;11;6;2;6;6;7;3; ;3;10;8;15;8;4;20;1;7;5;32;18;14;8;7;8;11;17;26;24;1;1; ;14;6;26;13; ; ; ; ; 
Entre Ríos;DIAMANTE;Privado;Rural;4;4;4; ; ; ; ; ;3;2;2; ;4;3;4;3; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;3; ; ; ;3; ;1;3;2; ; ; ;1; ;3;2;2; ; ; ;1;1;1;1; ;3;3;1; 
Entre Ríos;DIAMANTE;Privado;Urbano;14;14;14;1; ; ; ; ;10;14;13;10;11;12;14;5; ;3;3;13;1;4;5;4;4;5;4;4;1; ;1; ; ;14;4;1;5;2;4; ;14;12;10;13;8; ;2;12;10;5;3;2; ;8;7;13;11;1;5;5;5;2
Entre Ríos;Enmascarado;Privado;Rural;8;8;8; ; ; ; ; ;5;4;3;2;3;4;6;3; ; ; ;4; ;1;2;1;1;3;3;1;1; ; ; ;3;4;1;1;3; ;1;1;5;6;2;1;1;1; ;7;6;6; ; ; ;2;1;6;4; ;5;5;2; 
Entre Ríos;Enmascarado;Privado;Urbano;13;13;13; ; ; ; ; ;9;13;11;3;8;6;12;8; ; ; ;13;2;4;5;4;2;3;3;5;2; ; ; ;1;12;2;1;8; ;2;1;13;8;8;7;3;2;1;10;8;8; ; ; ;3;1;12;9;2;8;7;4;1
Entre Ríos;FEDERACION;Estatal;Rural;56;56;56; ; ; ; ; ;36;45;29;11;36;29;53;39; ;6;1;43;8;6;11;7;1;8;8;12;15; ;2;6;19;12;3; ;9;15;11;6;34;29;15;18;5;9;38;9;30;29; ; ;1;13;3;40;16; ; ; ; ; 
Entre Ríos;FEDERACION;Estatal;Urbano;46;45;45; ; ; ; ; ;37;36;26;9;20;13;40;18; ;10;4;37;8;21;17;2; ;5;5;8;4; ;6;12;14;11;6; ;24;7;4;3;33;24;23;11;6;9;23;14;32;31; ;1; ;11;5;34;23; ; ; ; ; 
Entre Ríos;FEDERACION;Privado;Urbano;15;15;15; ; ; ; ; ;14;14;10;5;15;14;15;10; ;4; ;15;1;9;7;3; ;9;7;5;7; ;3;4; ;11;4;1;10;4;1;1;15;7;12;7;6;1;1;13;15;15; ; ; ;8;5;13;11; ;8;8;6;1
Entre Ríos;FEDERAL;Estatal;Rural;47;47;47; ; ; ; ; ;23;32;16;4;10;12;40;12; ;3;2;25;12;5;9;5;2;4;3;9;2; ;1;2;4;6;1; ;1;7;2;2;8;8;4;8;1;2;5;40;29;27;2; ; ;5; ;23;4; ; ; ; ; 
Entre Ríos;FEDERAL;Estatal;Urbano;26;26;26; ; ; ; ; ;19;21;13;1;13;10;21;14; ;2;2;19;4;7;10;2; ;8;4;7;5; ; ;5;2;10;1;2;6;6;2;1;17;7;12;8;9;4;9;13;12;11;1; ; ;13;5;17;14; ; ; ; ; 
Entre Ríos;FELICIANO;Estatal;Rural;25;25;25;1; ; ; ; ;15;23;6;2;10;11;22;8; ;1;2;17;1;6;9;3;1;6;5;6;2; ; ;5;3;2;3; ;3;5;1;1;9;7;3;3;2;3;6;16;11;10;1; ; ;9;1;17;4; ; ; ; ; 
Entre Ríos;FELICIANO;Estatal;Urbano;14;14;14; ; ; ; ; ;10;13;6;1;3;3;14;7; ;3;1;12;3;4;5;1;1; ;1;2;3; ; ;5;3;5; ;1;3;6;3;2;12;9;7;8;4;1;3;10;12;12; ; ; ;3;2;10;6; ; ; ; ; 
Entre Ríos;GUALEGUAY;Estatal;Rural;38;37;37; ; ; ; ; ;16;28;12;3;9;5;36;12; ;3;2;21;5;1;6;2; ;2; ;6;1; ;1;5;8;13;1; ;7;19; ;1;13;23;4;5;1;5;7;26;14;14; ; ; ;9;1;25;4; ; ; ; ; 
Entre Ríos;GUALEGUAY;Estatal;Urbano;38;38;38; ; ; ; ; ;25;33;22;8;18;15;30;17; ;5;2;28;16;16;21;4; ;10;9;8;6; ;2;17;7;7;4;5;16;5;6;3;29;18;19;14;9;9;12;17;26;25; ;1; ;16;9;31;24; ; ; ; ; 
Entre Ríos;GUALEGUAY;Privado;Urbano;9;9;9; ; ; ; ; ;8;9;6;3;5;5;9;3; ; ; ;9;1;1;4;1;1;3;3;3;3; ; ; ; ;9;4; ;5;1;1;3;9;8;5;5;3; ; ;9;8;7;1; ; ;2;2;7;6; ;4;4;3;2
Entre Ríos;GUALEGUAYCHU;Estatal;Rural;75;75;73;1; ; ;1;1;25;67;30;11;28;14;65;35; ;3;4;43;15;3;20;5;1;7;2;14;7; ; ;10;24;16;1;2;15;18;9;7;29;39;9;12;5;16;39;20;45;41;2; ;2;26;5;51;17; ; ; ; ; 
Entre Ríos;GUALEGUAYCHU;Estatal;Urbano;57;57;57; ; ; ; ; ;49;54;33;10;26;27;52;23; ;10;5;50;13;23;18;7;2;11;13;16;5; ;3;31;5;16;7;13;19;9;10;1;50;41;36;26;21;21;23;13;48;48; ; ; ;24;12;48;34; ; ; ; ; 
Entre Ríos;GUALEGUAYCHU;Privado;Urbano;48;48;48; ; ; ; ; ;39;43;34;23;27;18;44;22; ;4;1;45;6;14;13;5;4;8;8;9;6; ;1; ;1;47;14;8;34;5;4;7;48;38;22;27;12;2;1;45;35;32; ;2;1;13;5;32;18;2;19;16;17;4
Entre Ríos;ISLAS DEL IBICUY;Estatal;Rural;31;31;29; ;1; ; ;1;18;25;10;3;16;18;29;11; ;3;1;25;3;8;11;1; ;7;10;4;1; ; ;3;8;4; ;2;4;5;4; ;14;3;4;2;1;3;10;18;19;19; ; ; ;7;3;29;15; ; ; ; ; 
Entre Ríos;ISLAS DEL IBICUY;Estatal;Urbano;6;6;6; ; ; ; ; ;5;5;4; ;2;2;5;4; ;1;2;5; ;1;1;1; ; ;2;1;1; ; ;2;2; ; ;1;3; ; ; ;4;1; ; ; ;1;2;3;5;4;1; ; ;1; ;4;2; ; ; ; ; 
Entre Ríos;LA PAZ;Estatal;Rural;81;81;81;1;1; ; ; ;40;68;30;8;30;31;72;32; ;5;2;49;13;10;15;4; ;6;6;11;5; ;3;12;7;20;1; ;12;18;8;3;31;19;10;18;6;5;23;53;41;40;1; ; ;19;3;50;13; ; ; ; ; 
Entre Ríos;LA PAZ;Estatal;Urbano;42;42;42; ; ; ; ; ;23;32;23;8;16;11;34;14; ;5;3;33;10;12;12;4;2;8;7;6;3; ;3;13;10;14;7;4;24;4;3;1;31;21;16;11;12;4;12;26;33;29;2;1;1;16;7;34;19; ; ; ; ; 
Entre Ríos;LA PAZ;Privado;Urbano;18;17;17; ; ; ; ; ;13;15;12;3;7;6;17;7; ; ;1;17;2;6;3;1;1;2;1;3;1; ; ; ; ;18;7;2;9;1;3; ;18;9;10;9;3; ; ;18;15;10;4; ;1;4;3;13;12; ;8;8;8;2
Entre Ríos;NOGOYA;Estatal;Rural;86;86;84; ; ; ; ;2;37;60;31;10;33;25;76;29; ;3;5;38;16;8;14;3;2;9;6;13;6; ;1;19;8;11;3;2;5;21;6;4;18;31;8;12;3;10;19;57;34;33;1; ; ;29;5;51;15; ; ; ; ; 
Entre Ríos;NOGOYA;Estatal;Urbano;23;23;23; ; ; ; ; ;16;18;11;4;10;8;19;10; ;1;2;16;8;7;4;1;1;4;3;3;2; ; ;5;2;4;5; ;3;1;3; ;11;6;6;4;4;4;7;12;15;14; ; ;1;13;8;21;13; ; ; ; ; 
Entre Ríos;NOGOYA;Privado;Urbano;16;16;16; ; ; ; ; ;14;11;13;10;10;9;16;10; ;2; ;15; ;4;2;3;2;4;3;4;2; ; ; ;1;15;3;2;12;1;2; ;16;7;7;12;8;3; ;13;14;14; ; ; ;8;8;11;10;2;7;5;6;2
Entre Ríos;PARANA;Estatal;Rural;93;93;93; ;2; ; ;1;59;89;43;12;40;33;88;47; ;14;5;69;18;14;33;15;5;10;9;21;14; ;5;18;23;31;1;4;22;28;16;2;58;53;22;22;14;13;36;44;56;54;2; ; ;36;8;71;25; ; ; ; ; 
Entre Ríos;PARANA;Estatal;Urbano;203;203;203; ; ; ; ; ;144;168;99;41;108;92;172;95; ;44;20;163;50;69;63;13;8;48;45;41;31; ;17;97;21;57;39;13;90;34;34;13;168;114;94;66;63;38;66;99;162;154;5;2;1;90;47;175;107; ; ; ; ; 
Entre Ríos;PARANA;Privado;Rural;4;4;4; ; ; ; ; ;3;3;3;2;3;2;4;3; ;1; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ;4;1; ;2;2;1; ;4;3;2;4;1;1;1;2;3;2; ;1; ; ; ;3;2; ;3;3;1; 
Entre Ríos;PARANA;Privado;Urbano;142;142;141;2; ; ; ; ;112;127;100;73;78;66;139;65; ;25;12;131;5;44;45;14;19;28;27;32;23; ;13; ;2;139;28;18;94;15;9;21;141;103;77;95;76;4;12;126;106;86;11;7;2;83;62;111;85;7;59;59;49;10
Entre Ríos;SAN SALVADOR;Estatal;Rural;16;16;16;1; ; ; ; ;10;13;9;2;6;9;15;6; ;4;1;10;5;2;3;1; ;2;2;2;1; ;1;1;2;5; ; ;1;3;2;2;5;5;1;3; ;2;6;8;9;8;1; ; ;3; ;12;3; ; ; ; ; 
Entre Ríos;SAN SALVADOR;Estatal;Urbano;14;14;14; ; ; ; ; ;7;13;8;1;2;3;10;9; ;3;2;12;5;3;4;1; ;1;2;2;2; ;1;4;2;7;1; ;6;5;4;2;13;8;6;4;4;3;4;7;11;11; ; ; ;4;3;9;6; ; ; ; ; 
Entre Ríos;TALA;Estatal;Rural;34;34;34; ; ; ; ; ;18;25;8;6;14;13;33;15; ;1; ;22;9;1;6;1;1;3;3;6;2; ; ;1;3;8;2; ;3;7;3; ;10;8;2;1;2;5;7;22;16;16; ; ; ;5; ;20;2; ; ; ; ; 
Entre Ríos;TALA;Estatal;Urbano;29;29;29; ; ; ; ; ;19;21;15;8;12;12;22;17; ;2;2;18;8;10;9;5;3;5;3;7;5; ; ;8;1;12;3;3;4;3;10;1;21;14;15;7;5;8;7;14;19;19; ; ; ;11;6;19;13; ; ; ; ; 
Entre Ríos;TALA;Privado;Urbano;7;7;7; ; ; ; ; ;6;5;4;3;4;3;7;3; ;1; ;5; ;4; ;1;1;1;1;1;2; ; ; ; ;7;2; ;3;1; ;4;7;2;3;4;4; ; ;7;4;4; ; ; ;5;4;5;4; ;3;3;3;1
Entre Ríos;URUGUAY;Estatal;Rural;71;70;68;1; ; ; ;2;34;55;29;13;13;16;60;22; ;4;1;48;10;11;17;5;2;6;5;15;7; ;1;11;25;16;3;4;15;20;8;4;42;42;20;21;4;13;34;24;39;37;1; ;1;15;1;41;15; ; ; ; ; 
Entre Ríos;URUGUAY;Estatal;Urbano;57;57;56; ; ; ; ;1;44;49;42;11;28;27;53;27; ;9;8;50;15;21;19;8;2;11;11;7;7; ;6;32;3;21;9;12;24;9;6;7;56;36;30;23;22;8;32;17;44;41;3; ; ;28;15;49;32; ; ; ; ; 
Entre Ríos;URUGUAY;Privado;Rural;5;5;5; ; ; ; ; ;4;4;4;1;3;2;5;3; ; ; ;4; ; ; ;1;1;2;1;3;2; ; ; ;1;4; ; ;4;1; ; ;5;3;3;2;2; ;1;4;4;3;1; ; ;2;1;5;4; ;3;3;2; 
Entre Ríos;URUGUAY;Privado;Urbano;25;25;25; ; ; ; ; ;24;23;24;14;20;15;24;18; ;4;1;23; ;9;7;3;4;6;6;5;5; ;1; ; ;25;7;5;12;3;3;4;25;19;18;15;12;1; ;24;22;21;1; ; ;13;11;21;15;1;13;11;10;2
Entre Ríos;VICTORIA;Estatal;Rural;52;51;31;3;18; ; ;2;33;40;13;4;21;25;39;28; ;3;3;31;13;7;7;4;2;5;6;7;7; ;1;16;10;11;2;2;7;26;2;1;16;31;5;9;4;1;5;46;23;21;1;1; ;8;3;24;2; ; ; ; ; 
Entre Ríos;VICTORIA;Estatal;Urbano;30;30;30; ; ; ; ; ;21;23;10;7;14;9;20;18; ;1;1;24;10;5;8;1;1;4;3;6;6; ;1;11; ;10;11;5;3; ;4;2;20;11;10;1;3;4;4;22;26;26; ; ; ;8;3;23;14; ; ; ; ; 
Entre Ríos;VICTORIA;Privado;Urbano;8;8;8; ; ; ; ; ;6;7;4;2;5;5;8;6; ;1; ;7;2;2;1;1; ;1;2;3;2; ; ; ; ;8;5; ;4; ;1; ;8;4;4;4;4; ; ;8;6;6; ; ; ;5;3;5;5;1;3;3;3;2
Entre Ríos;VILLAGUAY;Estatal;Rural;87;86;85; ; ; ; ;1;44;59;16;7;28;28;64;30; ;2;1;40;13;9;18;2;2;6;6;14;6; ; ;2;7;24;1;1;15;12;4;4;27;17;7;9;1;11;25;51;34;33;1; ; ;14; ;47;14; ; ; ; ; 
Entre Ríos;VILLAGUAY;Estatal;Urbano;34;34;34; ; ; ; ; ;21;26;15;3;15;9;26;19; ;3;1;26;9;12;13;2;1;5;5;6;7; ;1;4;1;21;6;2;16;1;4;1;24;13;11;7;5;6;11;17;20;19;1; ; ;10;5;23;18; ; ; ; ; 
Entre Ríos;VILLAGUAY;Privado;Urbano;10;10;10; ; ; ; ; ;7;4;4;2;5;6;9;5; ;1;1;8;1;3;2;1;1;2;3;1;1; ; ; ; ;10;3;1;2;3;3;1;10;4;2;3;1; ; ;10;3;3; ; ; ;2;2;3;3; ;3;3;4;2
Formosa;BERMEJO;Estatal;Rural;113;95;85;9;1; ; ; ;21;21;10;4;4;3;45;6; ;4;2;35;9;3;3;1;2;2;1;9;1; ; ;82; ; ;4;1;12;49;15;11;51;58;9;23;6;8;31;74;88;88; ; ; ;5; ;28;5; ; ; ; ; 
Formosa;BERMEJO;Estatal;Urbano;9;9;9; ; ; ; ; ;3;4;3;2; ;1;6;3; ; ; ;4;2; ; ; ; ; ; ;2;1; ; ;6; ;1; ; ; ;6; ;1;7;2; ; ;1;2;5;2;8;7; ; ;1;3;3;4;3; ; ; ; ; 
Formosa;Enmascarado;Estatal;Urbano;10;10;10; ; ; ; ; ;3;4;1;3;3;2;5;1; ;2;1;5;3; ;1; ; ; ; ; ; ; ; ;5; ; ; ; ;1;2;2; ;5;4;3;3;2; ;4;6;10;10; ; ; ;4;1;4;3; ; ; ; ; 
Formosa;Enmascarado;Privado;Rural;5;5;5; ; ; ; ; ;4;3; ; ;2;2;3;2; ; ; ;4; ; ; ; ; ; ; ; ; ; ; ;2; ;2;1; ;2;1;1;1;4;1;1;1;2; ;2;3;2;2; ; ; ;1; ;2;1; ;3;2;3; 
Formosa;Enmascarado;Privado;Urbano;10;10;10; ; ; ; ; ;5;4;1;2;1;1;5;2; ; ; ;4; ; ; ; ; ; ; ; ; ; ; ;7; ; ; ; ;3;3;1;1;7;3;2;5;2;1;1;8;3;3; ; ; ;3;3;5;5;3;7;5;3;1
Formosa;FORMOSA;Estatal;Rural;40;37;37; ; ; ; ; ;15;28;10;6;9;8;22;7; ;5;1;26;15;7;8;1;2;1;1;3;2; ;2;31;1; ;3; ;13;13;5;1;22;27;11;14;11;7;7;26;33;33; ; ; ;13;9;19;13; ; ; ; ; 
Formosa;FORMOSA;Estatal;Urbano;164;164;164;2; ; ; ;2;84;124;61;31;31;24;132;66; ;19;10;145;77;26;36;11;8;8;8;21;21; ;5;162; ; ;6;8;105;32;26;16;158;131;102;89;74;45;57;62;144;143; ;1; ;71;54;134;110; ; ; ; ; 
Formosa;FORMOSA;Privado;Urbano;51;51;51;1;1;1;1;1;35;28;17;22;20;18;43;21; ;6;3;35;10;6;4;2;3;4;4;4;4; ;2;6;1;30;9;3;25;1;5;10;37;26;9;22;11;1;1;49;24;19; ;3;2;13;12;24;16;11;27;9;8;3
Formosa;LAISHI;Estatal;Rural;46;46;45; ; ; ; ;1;23;26;10;8;3;3;27;8; ;3;1;26;6;3;7;4;3;1;1;6;3; ;1;40; ; ;2; ;7;21;5;6;25;30;7;15;10;15;5;26;32;32; ; ; ;7;2;17;6; ; ; ; ; 
Formosa;LAISHI;Estatal;Urbano;14;14;14; ; ; ; ; ;7;11;3;1;4;4;11;3; ;2;1;13;6;4;4;1;1;2;2;4;2; ;2;13; ;1; ; ;6;7; ;3;14;13;9;7;3;4;2;8;10;10; ; ; ;3;1;10;7; ; ; ; ; 
Formosa;MATACOS;Estatal;Rural;31;7; ;7; ; ; ; ;1;2;2; ; ;1;5; ; ;1; ; ;2; ;1;1; ; ; ;1; ; ; ;4; ; ; ; ;1;2;1; ;1;4; ; ; ;2;5;24;20;19; ; ;1;5; ;5;2; ; ; ; ; 
